site,country,title,author,content_publish_date,paragraph_text
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Angel City's is uniquely Los Angeles, with all the pomp and circumstance and celebrity one would expect to make a soccer game more like a full night of entertainment. They can achieve that thanks to the modern, high-end feel of BMO Stadium, but even Angel City faces significant challenges with customizing the stadium as a tenant. (The team's season-opener in March was rescheduled on short notice due to a scheduling conflict.)"
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","There are other, more subtle upgrades being made to stadiums and fan experiences across the league. Orlando's recent stadium enhancements including upgraded wi-fi and Amazon's Just Walk Out technology for retail purchases. Gotham has overhauled its technology for gameday merchandise sales, too."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","From food to technology -- and, of course, soccer -- the NWSL's new wave of owners inherently understand the league's position as an entertainment product that needs to attract more people."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","""We have that experience in the NFL,"" Mark Wilf, owner and chairman of Orlando Pride and Orlando City SC told ESPN. ""We know what kind of things the fans want and enjoy and experience, so we're beginning to make that happen in Orlando and I think the fans are beginning to recognize that."""
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Selecting the 2024 All-Star teams won't be quite as difficult as solving The New York Times crossword puzzle, but it might bring a similar sense of exasperation."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","For starters, consider what's happened to some of the game's biggest stars: Ronald Acuna Jr. is out for the season after ACL surgery; Spencer Strider is out for the season with Tommy John surgery; and Matt Olson, Austin Riley and Michael Harris II are all off to slow starts"
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","And that's just from the Atlanta Braves. Other position players are scuffling too, such as Corbin Carroll, Julio Rodriguez, Manny Machado, Nolan Arenado, Paul Goldschmidt, Bo Bichette, Adolis Garcia, Randy Arozarena, Xander Bogaerts, Alex Bregman and Yandy Diaz. Players who have appeared on the injured list at some point this season include Gerrit Cole, Mike Trout, Luis Robert Jr., Trea Turner, Edwin Diaz, Justin Verlander, Blake Snell, Max Scherzer and Yu Darvish, among others."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Now throw in that pitchers have dominated -- the leaguewide batting average is just .240 and home runs are down from 2023 -- and it's not easy to fill some of the positions, as players are not putting up what we might usually consider All-Star numbers."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","With about a month to go before the All-Star Game in Arlington, Texas, let's see how the All-Star rosters for both leagues are shaping up. The usual rules apply: 32 players per team, broken down into 20 position players and 12 pitchers (at least three relievers), with one representative from each MLB club. Players will be considered for the position they're listed at on the official All-Star ballot."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","When doing this exercise, I first write in the automatics: This includes the nine starters, the reserves who are the clear backups at their position, five starting pitchers and three relievers. In this initial run-through, I filled in 25 of the 32 positions with four teams still unaccounted for (the Rays, Blue Jays, Twins and Mariners). These were the three toughest arguments:"
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","The early AL MVP race feels like a three-man battle among Aaron Judge, Witt and Henderson (with Juan Soto behind those three). Unfortunately for All-Star purposes, Witt and Henderson play the same position, and only one can start. If you throw in Corey Seager -- last year's AL MVP runner-up who got off to a slow start this season but has since heated up -- it reminds me of the old debate from the late 1990s and early 2000s, when you had Derek Jeter, Alex Rodriguez and Nomar Garciaparra all battling for All-Star honors at shortstop."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","This one is essentially a coin flip. They're close in WAR and both have excellent defensive metrics, though Henderson has the edge in home runs and efficiency while Witt has more stolen bases and a better batting average. One advantage for Witt is in a couple of the deep analytic stats, such as win probability added and situational wins added. Both have killed it in high-leverage situations, but Witt has had a few more opportunities and rates higher. It also feels like anytime the Royals have had a big win, Witt has usually played a key role; he certainly has less help around him than Henderson has with the Orioles. There is also a sense of dynamism to Witt's all-around game. He gets the slightest of nods."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","(I just realized: Neither is guaranteed to start, as Rangers fans might very well vote in Seager considering how well they showed up to the ballot box last year when five Rangers started the All-Star Game in Seattle.)"
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","It's another Orioles-Royals showdown, although I think this one is a little easier. Both have been outstanding, although each is doing it in slightly different ways than we're used to seeing from them. Rutschman has sacrificed some of his patience for more power (and a higher average). The end result is basically the same, although I'd like to see him get back closer to the nearly 1-1 walk-to-strikeout ratio he had last season."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Perez, meanwhile, has improved his strikeout-to-walk ratio from 7-to-1 last season down to 2-to-1, as he's cut down his strikeout rate nearly 7% while walking more often. The end result is a .381 OBP for a hitter with a career .304 OBP. Both have played quite a bit at other positions -- Rutschman at DH, Perez at first base and DH -- so have caught about the same number of innings (Rutschman has slight edge). It's another coin flip, but I have Rutschman earning his first career All-Star start."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET",First base: Josh Naylor vs. Vladimir Guerrero Jr. vs. Ryan Mountcastle
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","The revolving door at first base in the AL continues. Guerrero had looked like he'd become the annual starter here in 2021, and he did start again in 2022, but Yandy Diaz started last year -- the 11th different starter in 12 years. And it's not like fans are choosing from a position of deep depth with multiple good choices -- that's definitely not the case here. Naylor got off to a great start, but his average and OBP have nosedived over the past month. Guerrero is getting on base but not hitting for much power. Mountcastle has hit for more power than Guerrero and is the better defender. Let's go with him as the starter for now and leave the backup slot empty as we fill in the rest of the roster."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Betts over Ohtani? Soto over Judge? Here's the latest on the MVP, Cy Young races and more."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Skubal -- my preseason Cy Young pick -- has been the pitcher with the best combination of ERA, wins and strikeout dominance. The outfield is an easy call, as the AL crop of outfielders is pretty thin with the likes of J-Rod, Robert, Garcia, Arozarena and Trout all struggling or injured."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Rooker gets the nod over Cleveland utility player David Fry, who has been outstanding but hasn't played as much. Paredes is the Rays' sole representative but is having a solid season nonetheless. Good luck finding three outfielders. Kwan has been great but did miss a month, while Varsho earns a spot with great defense and some power. Seager gets the nod over a deserving Anthony Volpe of the Yankees. The Orioles' Jordan Westburg gets squeezed out at third base."
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET",The Pirates' young ace is the talk of baseball. Here's how he is turning every start into a must-see event.Jesse Rogers »
espn,us,"Still-too-early 2024 MLB All-Stars: AL, NL roster predictions",David Schoenfield,"Jun 13, 2024, 07:00 AM ET","Pretty straightforward here. Anderson and Crochet represent the Angels and White Sox but are deserving candidates (Anderson leads AL pitchers in bWAR while Crochet has been more dominant than teammate Erick Fedde, who was also worthy of consideration). The three closers were easy calls. That left two spots, and we still needed somebody from the Mariners and Twins. The Mariners are in first place but have no clear All-Stars. Gilbert gets the nod over reliever Andres Munoz; when in doubt, we'll go with the starting pitcher. That leaves us with Ryan to represent the Twins (Ryan Jeffers would be their best position-player candidate, but he's on the ballot as a catcher). Detroit's Jack Flaherty and Kansas City's Brady Singer and Cole Ragans are among those who get squeezed out of the pitching staff."
